symbol,market_cap_cr,current_price,pe,roce_pct,roe_pct,book_value,sales_growth_ttm,sales_growth_3y,sales_growth_5y,profit_growth_ttm,profit_growth_3y,profit_growth_5y,np_latest_q,np_yoy_q,loss_to_profit,opm_latest_q,opm_yoy_q,np_yoy_streak,opm_yoy_streak,sales_latest_q,sales_yoy_q,sales_yoy_pct,sales_yoy_streak,debt_cr,debt_3y_ago_cr,debt_to_equity,cfo_last_cr,equity_cap_now,equity_cap_3y_ago,reserves_now,reserves_3y_ago,shares_out_cr,promoter_pct,promoter_pct_4q_ago,fii_pct,fii_pct_4q_ago,dii_pct,dii_pct_4q_ago,pledge_pct,fetched_at,source
UTIAMC,11639.0,906.0,21.8,15.6,10.3,350.0,2.0,10.0,8.0,-25.0,2.0,-1.0,294.0,254.0,False,66.0,62.0,1.0,1.0,584.0,547.0,6.8,3.0,141.0,0.0,0.03,407.0,129.0,127.0,4376.0,3741.0,12.9,,,6.89,7.62,59.62,59.71,,2026-08-17T06:03:49,https://www.screener.in/company/UTIAMC/consolidated/
WHIRLPOOL,9882.0,779.0,36.2,11.1,7.75,328.0,6.0,6.0,6.0,-23.0,13.0,-2.0,103.0,146.0,False,5.0,9.0,0.0,0.0,2727.0,2432.0,12.1,3.0,71.0,112.0,0.02,298.0,127.0,127.0,4034.0,3393.0,12.7,39.76,51.0,12.48,11.12,34.18,28.49,,2026-08-16T05:19:02,https://www.screener.in/company/WHIRLPOOL/consolidated/
ZFCVINDIA,30013.0,2637.0,59.4,19.4,14.6,324.0,9.0,6.0,,4.0,17.0,,104.0,122.0,False,13.0,13.0,0.0,0.0,1066.0,976.0,9.2,7.0,55.0,0.0,0.01,810.0,9.0,9.0,3681.0,2400.0,1.8,60.0,60.0,5.93,5.79,25.45,26.25,,2026-08-09T05:53:00,https://www.screener.in/company/ZFCVINDIA/consolidated/
ZEEL,11003.0,115.0,39.4,2.75,2.4,122.0,-2.0,0.0,1.0,-63.0,95.0,-21.0,-104.0,188.0,False,-13.0,14.0,0.0,0.0,2025.0,2184.0,-7.3,0.0,265.0,282.0,0.02,708.0,96.0,96.0,11634.0,10626.0,96.0,3.99,3.99,20.11,25.43,7.81,13.92,,2026-08-02T07:23:22,https://www.screener.in/company/ZEEL/consolidated/
ZENSARTECH,11558.0,508.0,14.5,22.8,17.3,207.0,8.0,5.0,9.0,18.0,34.0,18.0,184.0,182.0,False,15.0,15.0,6.0,0.0,1508.0,1385.0,8.9,9.0,79.0,273.0,0.02,771.0,45.0,45.0,4674.0,2931.0,22.5,49.0,49.03,10.73,13.3,21.98,22.24,,2026-08-02T07:24:28,https://www.screener.in/company/ZENSARTECH/consolidated/
360ONE,46194.0,1135.0,36.6,12.1,14.4,242.0,37.0,28.0,21.0,19.0,23.0,27.0,331.0,285.0,False,63.0,62.0,9.0,3.0,1226.0,911.0,34.6,9.0,15931.0,6784.0,1.62,-2921.0,41.0,36.0,9795.0,3086.0,41.0,6.2,6.26,58.55,65.87,18.7,10.68,,2026-08-02T07:25:36,https://www.screener.in/company/360ONE/consolidated/
ACC,24814.0,1321.0,13.1,11.2,10.9,1094.0,12.0,5.0,14.0,-19.0,31.0,7.0,147.0,375.0,False,8.0,13.0,0.0,0.0,5808.0,6087.0,-4.6,0.0,429.0,153.0,0.02,-1364.0,188.0,188.0,20363.0,13950.0,18.8,56.69,56.69,5.83,5.04,21.12,22.55,,2026-08-16T05:18:56,https://www.screener.in/company/ACC/consolidated/
APLAPOLLO,50520.0,1820.0,41.1,31.6,25.3,191.0,10.0,13.0,22.0,53.0,23.0,27.0,263.0,237.0,False,7.0,7.0,7.0,0.0,5607.0,5170.0,8.5,9.0,498.0,873.0,0.09,2103.0,56.0,55.0,5241.0,2950.0,28.0,28.25,28.3,35.12,33.72,18.58,18.92,,2026-08-02T07:13:39,https://www.screener.in/company/APLAPOLLO/consolidated/
AWL,25669.0,198.0,21.9,18.3,10.7,80.3,17.0,9.0,15.0,2.0,22.0,8.0,351.0,238.0,False,3.5,2.1,2.0,1.0,20048.0,17059.0,17.5,9.0,1109.0,2396.0,0.11,3928.0,129.0,130.0,10311.0,8036.0,129.0,56.94,63.94,21.1,14.11,8.46,8.82,,2026-08-09T05:51:24,https://www.screener.in/company/AWL/consolidated/
ATGL,72318.0,658.0,114.0,15.3,14.4,44.2,20.0,10.0,28.0,-2.0,6.0,7.0,142.0,165.0,False,15.0,21.0,0.0,0.0,1754.0,1379.0,27.2,9.0,2255.0,1422.0,0.46,1149.0,110.0,110.0,4755.0,2831.0,110.0,74.8,74.8,12.77,12.88,6.34,6.23,,2026-08-09T05:48:07,https://www.screener.in/company/ATGL/consolidated/
APOLLOTYRE,28167.0,444.0,13.2,13.9,13.1,263.0,11.0,5.0,10.0,73.0,26.0,24.0,349.0,13.0,False,12.0,13.0,3.0,0.0,7398.0,6561.0,12.8,9.0,3675.0,6421.0,0.22,3667.0,64.0,64.0,16652.0,12515.0,64.0,36.93,36.95,10.09,11.9,29.05,27.93,,2026-08-30T10:10:39,https://www.screener.in/company/APOLLOTYRE/consolidated/
ASHOKLEY,99268.0,169.0,26.7,13.6,27.4,24.2,17.0,5.0,20.0,17.0,45.0,84.0,668.0,658.0,False,18.0,19.0,8.0,0.0,13070.0,11709.0,11.6,7.0,63936.0,31161.0,4.49,-4895.0,587.0,294.0,13654.0,8260.0,587.0,51.51,51.51,20.67,24.32,15.75,13.59,40.1,2026-09-06T08:50:38,https://www.screener.in/company/ASHOKLEY/consolidated/
AIIL,47123.0,555.0,22.4,13.7,13.1,173.0,-35.0,69.0,,-49.0,217.0,,1108.0,943.0,False,85.0,94.0,1.0,0.0,,,,,,,,1524.0,85.0,17.0,14643.0,3399.0,85.0,68.81,68.79,14.28,14.11,0.2,0.24,,2026-08-17T06:04:45,https://www.screener.in/company/AIIL/consolidated/
BAJAJHFL,70150.0,84.2,27.3,8.85,12.1,27.0,17.0,25.0,29.0,19.0,27.0,41.0,669.0,587.0,False,30.0,29.0,9.0,3.0,,,,,,,,-19895.0,8329.0,6712.0,14194.0,3791.0,832.9,86.7,88.7,0.9,0.91,1.0,0.54,,2026-07-26T07:27:31,https://www.screener.in/company/BAJAJHFL/
BALKRISIND,45238.0,2340.0,32.2,11.2,9.66,567.0,10.0,4.0,13.0,-3.0,1.0,-2.0,451.0,288.0,False,22.0,18.0,1.0,1.0,3455.0,2760.0,25.2,3.0,4111.0,3347.0,0.38,2249.0,39.0,39.0,10917.0,7518.0,19.5,58.3,58.3,10.33,10.7,24.6,24.55,,2026-08-30T10:10:46,https://www.screener.in/company/BALKRISIND/consolidated/
BANKINDIA,65558.0,144.0,5.57,5.93,12.4,200.0,6.0,16.0,13.0,19.0,42.0,39.0,3304.0,1831.0,False,8.0,4.0,4.0,2.0,,,,,,,,4753.0,4553.0,4104.0,85405.0,56329.0,455.3,73.38,73.38,6.87,4.24,13.96,15.63,,2026-08-30T10:10:33,https://www.screener.in/company/BANKINDIA/consolidated/
BERGEPAINT,64153.0,550.0,52.2,21.6,17.3,59.3,5.0,4.0,12.0,5.0,10.0,10.0,405.0,315.0,False,17.0,17.0,2.0,0.0,3584.0,3201.0,12.0,9.0,635.0,1189.0,0.09,1540.0,117.0,97.0,6800.0,4397.0,117.0,74.98,74.99,4.82,5.35,11.78,10.71,,2026-08-17T06:04:56,https://www.screener.in/company/BERGEPAINT/consolidated/
BDL,47433.0,1294.0,113.0,13.8,10.2,116.0,-27.0,-1.0,5.0,-24.0,6.0,10.0,113.0,273.0,False,12.0,17.0,0.0,0.0,480.0,1777.0,-73.0,0.0,0.0,9.0,0.0,604.0,183.0,183.0,4058.0,3028.0,36.6,74.93,74.93,1.69,2.43,11.53,11.3,,2026-08-09T05:47:17,https://www.screener.in/company/BDL/
BIOCON,66997.0,411.0,92.1,3.61,1.4,210.0,10.0,15.0,19.0,100.0,-15.0,-12.0,137.0,89.0,False,20.0,19.0,1.0,1.0,4336.0,3942.0,10.0,6.0,15434.0,18019.0,0.45,1994.0,810.0,600.0,33221.0,17267.0,162.0,44.68,54.45,8.14,6.61,23.33,22.06,,2026-08-30T10:11:43,https://www.screener.in/company/BIOCON/consolidated/
BLUESTARCO,31130.0,1514.0,58.8,21.2,17.2,167.0,6.0,16.0,24.0,-1.0,26.0,50.0,103.0,121.0,False,5.0,7.0,0.0,0.0,3378.0,2982.0,13.3,9.0,810.0,662.0,0.24,154.0,41.0,19.0,3390.0,1311.0,20.5,36.49,36.48,12.75,16.05,28.24,25.32,,2026-08-09T05:51:00,https://www.screener.in/company/BLUESTARCO/consolidated/
CRISIL,33015.0,4514.0,37.3,32.6,24.5,447.0,22.0,10.0,13.0,22.0,7.0,14.0,216.0,172.0,False,29.0,28.0,8.0,2.0,1075.0,843.0,27.5,6.0,335.0,47.0,0.1,756.0,7.0,7.0,3264.0,2182.0,7.0,66.64,66.64,6.38,7.81,12.95,12.17,,2026-08-23T05:08:05,https://www.screener.in/company/CRISIL/consolidated/
COCHINSHIP,37436.0,1423.0,52.2,16.0,12.5,223.0,4.0,29.0,12.0,-13.0,40.0,4.0,276.0,287.0,False,21.0,15.0,0.0,1.0,1484.0,1758.0,-15.6,0.0,1672.0,587.0,0.28,-1234.0,132.0,132.0,5741.0,4296.0,26.4,67.91,67.91,2.83,3.22,6.96,6.48,,2026-08-02T07:25:53,https://www.screener.in/company/COCHINSHIP/consolidated/
COLPAL,55213.0,2030.0,128.0,179.0,158.0,12.1,15.0,15.0,,50.0,33.0,,,,False,,,,,,,,,5.0,4.0,0.02,404.0,14.0,136.0,317.0,142.0,14.0,51.0,51.0,13.6,17.16,15.54,11.95,,2026-08-09T05:50:02,https://www.screener.in/company/COLPAL/consolidated/
CONCOR,38477.0,505.0,31.0,12.4,9.81,170.0,2.0,4.0,7.0,-6.0,2.0,17.0,269.0,267.0,False,21.0,20.0,1.0,1.0,2160.0,2154.0,0.3,1.0,965.0,779.0,0.07,1482.0,381.0,305.0,12562.0,10921.0,76.2,54.8,54.8,7.85,12.38,29.85,25.82,,2026-08-09T05:48:10,https://www.screener.in/company/CONCOR/consolidated/
COROMANDEL,61815.0,2095.0,33.1,22.0,16.4,426.0,24.0,2.0,17.0,-6.0,-1.0,8.0,382.0,502.0,False,9.0,11.0,0.0,0.0,8165.0,7042.0,15.9,8.0,1506.0,393.0,0.12,1558.0,30.0,29.0,12528.0,7878.0,30.0,56.35,56.88,11.5,14.51,19.92,15.78,,2026-08-16T05:03:43,https://www.screener.in/company/COROMANDEL/consolidated/
DABUR,72732.0,410.0,36.7,20.3,17.0,64.4,7.0,5.0,7.0,11.0,4.0,2.0,586.0,508.0,False,20.0,20.0,5.0,0.0,3764.0,3405.0,10.5,7.0,1287.0,1174.0,0.11,2579.0,177.0,177.0,11242.0,8796.0,177.0,66.24,66.22,9.66,10.88,18.6,17.29,,2026-08-09T05:48:28,https://www.screener.in/company/DABUR/consolidated/
DALBHARAT,35262.0,1880.0,32.1,7.59,6.11,959.0,8.0,3.0,8.0,19.0,-1.0,-2.0,192.0,395.0,False,21.0,24.0,0.0,0.0,3890.0,3636.0,7.0,5.0,7406.0,3855.0,0.41,2278.0,38.0,37.0,17941.0,15591.0,19.0,55.84,55.84,6.81,8.75,19.95,17.81,,2026-08-23T05:08:27,https://www.screener.in/company/DALBHARAT/consolidated/
DIXON,85899.0,14049.0,45.8,42.0,37.4,769.0,14.0,59.0,50.0,119.0,77.0,55.0,718.0,280.0,False,3.0,3.8,1.0,0.0,15548.0,12836.0,21.1,9.0,994.0,453.0,0.21,1782.0,12.0,12.0,4665.0,1273.0,6.0,28.55,28.92,17.87,20.69,28.38,28.93,,2026-08-02T07:19:54,https://www.screener.in/company/DIXON/consolidated/
ENDURANCE,40856.0,2904.0,43.8,17.8,14.9,486.0,26.0,18.0,17.0,25.0,26.0,12.0,276.0,245.0,False,14.0,14.0,9.0,0.0,4086.0,2963.0,37.9,9.0,1327.0,515.0,0.19,1851.0,141.0,141.0,6700.0,4271.0,14.1,75.0,75.0,12.69,13.84,10.06,9.05,,2026-08-09T05:53:03,https://www.screener.in/company/ENDURANCE/consolidated/
ESCORTS,34458.0,3080.0,24.2,13.9,18.7,1106.0,20.0,11.0,10.0,21.0,47.0,20.0,386.0,1397.0,False,11.0,13.0,0.0,0.0,3208.0,2500.0,28.3,4.0,162.0,57.0,0.01,1381.0,112.0,132.0,12261.0,8055.0,11.2,68.04,68.04,6.36,5.27,10.65,11.8,,2026-08-09T05:55:08,https://www.screener.in/company/ESCORTS/consolidated/
FORTIS,71344.0,945.0,67.5,13.4,11.2,131.0,17.0,13.0,18.0,26.0,27.0,64.0,271.0,188.0,False,23.0,22.0,1.0,9.0,2365.0,2007.0,17.8,9.0,3473.0,926.0,0.35,1601.0,755.0,755.0,9141.0,6487.0,75.5,31.17,31.17,25.2,27.9,32.23,29.14,,2026-08-02T07:26:46,https://www.screener.in/company/FORTIS/consolidated/
GMRAIRPORT,113192.0,107.0,544.0,11.6,,-2.35,42.0,30.0,33.0,131.0,43.0,16.0,400.0,-253.0,True,37.0,35.0,1.0,3.0,3938.0,2863.0,37.5,9.0,43283.0,32157.0,,4884.0,1056.0,604.0,-3536.0,-1396.0,1056.0,67.16,66.24,21.74,17.08,5.14,4.8,,2026-08-09T05:37:55,https://www.screener.in/company/GMRAIRPORT/consolidated/
GICRE,61904.0,353.0,6.97,17.4,14.6,422.0,3.0,4.0,2.0,4.0,12.0,37.0,1744.0,2531.0,False,14.0,18.0,0.0,0.0,14401.0,14623.0,-1.5,0.0,0.0,0.0,0.0,466.0,877.0,877.0,69604.0,44308.0,175.4,77.4,82.4,2.43,2.12,17.73,13.1,,2026-08-17T06:05:41,https://www.screener.in/company/GICRE/consolidated/
GODFRYPHLP,35657.0,2286.0,26.1,30.2,23.4,398.0,2.0,22.0,20.0,12.0,32.0,34.0,198.0,356.0,False,15.0,23.0,0.0,0.0,1206.0,1486.0,-18.8,0.0,234.0,355.0,0.04,518.0,31.0,10.0,6181.0,3538.0,15.5,72.58,72.58,7.8,7.94,3.66,4.12,,2026-08-09T05:50:20,https://www.screener.in/company/GODFRYPHLP/consolidated/
GODREJIND,39327.0,1168.0,32.7,8.17,9.26,332.0,17.0,10.0,19.0,19.0,5.0,26.0,523.0,725.0,False,11.0,9.0,0.0,2.0,5448.0,4460.0,22.2,8.0,51564.0,19642.0,4.61,-8855.0,34.0,34.0,11143.0,7951.0,34.0,74.64,71.31,4.56,5.12,3.47,2.77,,2026-08-30T10:13:30,https://www.screener.in/company/GODREJIND/consolidated/
GODREJPROP,63429.0,2106.0,39.4,7.63,8.82,636.0,4.0,32.0,46.0,41.0,49.0,56.0,645.0,378.0,False,15.0,3.5,4.0,1.0,3458.0,2122.0,63.0,1.0,15894.0,6431.0,0.83,-2003.0,151.0,139.0,19005.0,9125.0,30.2,51.66,47.05,25.32,28.31,9.03,10.42,,2026-08-02T07:24:42,https://www.screener.in/company/GODREJPROP/consolidated/
HDBFS,55292.0,666.0,25.4,9.79,14.7,,15.0,,,-12.0,,,,,False,,,,,,,,,,,,-13626.0,796.0,786.0,15024.0,6393.0,79.6,74.12,74.19,3.55,3.17,12.1,10.93,,2026-08-09T05:53:27,https://www.screener.in/company/HDBFS/consolidated/
HAVELLS,79575.0,1268.0,47.8,24.9,19.0,151.0,10.0,10.0,17.0,18.0,16.0,11.0,290.0,348.0,False,7.0,9.0,0.0,0.0,6518.0,5455.0,19.5,4.0,265.0,223.0,0.03,1572.0,63.0,63.0,9393.0,6563.0,63.0,59.35,59.38,15.91,19.28,18.04,15.35,,2026-08-23T05:08:24,https://www.screener.in/company/HAVELLS/consolidated/
HEXT,34498.0,565.0,24.4,30.1,24.9,110.0,13.0,13.0,16.0,7.0,18.0,18.0,330.0,380.0,False,16.0,12.0,0.0,1.0,3845.0,3261.0,17.9,9.0,683.0,394.0,0.1,1739.0,61.0,61.0,6651.0,4574.0,61.0,74.3,74.55,3.19,8.31,16.06,11.13,,2026-08-09T05:55:05,https://www.screener.in/company/HEXT/consolidated/
HINDPETRO,82932.0,390.0,49.6,22.2,30.9,308.0,9.0,0.0,14.0,-84.0,66.0,11.0,-12265.0,4111.0,False,-11.0,7.0,0.0,0.0,140584.0,110825.0,26.9,4.0,55964.0,70671.0,0.85,36111.0,2128.0,1419.0,63428.0,30844.0,212.8,54.9,54.9,13.58,14.48,22.85,22.24,,2026-08-02T07:23:02,https://www.screener.in/company/HINDPETRO/consolidated/
HONAUT,32310.0,36550.0,57.8,17.0,12.6,5047.0,7.0,11.0,9.0,9.0,7.0,3.0,151.0,125.0,False,14.0,12.0,2.0,2.0,1204.0,1183.0,1.8,7.0,110.0,36.0,0.02,493.0,9.0,9.0,4454.0,3180.0,0.9,75.0,75.0,3.94,3.0,11.31,11.99,,2026-08-17T06:03:39,https://www.screener.in/company/HONAUT/
HUDCO,40246.0,201.0,9.46,8.41,20.0,110.0,26.0,23.0,13.0,53.0,33.0,20.0,851.0,630.0,False,28.0,29.0,2.0,0.0,,,,,,,,-33912.0,2002.0,2002.0,19974.0,13442.0,200.2,75.0,75.0,2.4,1.94,10.09,10.92,,2026-08-09T05:51:18,https://www.screener.in/company/HUDCO/consolidated/
ICICIGI,81870.0,1639.0,33.7,21.9,16.6,341.0,12.0,15.0,17.0,-9.0,14.0,12.0,403.0,747.0,False,7.0,15.0,0.0,0.0,7088.0,6396.0,10.8,9.0,0.0,35.0,0.0,2622.0,498.0,491.0,16135.0,9953.0,49.8,51.22,51.37,21.45,24.04,20.64,17.41,,2026-08-09T05:47:06,https://www.screener.in/company/ICICIGI/
ICICIPRULI,72693.0,501.0,45.2,10.1,12.6,94.0,-10.0,8.0,-5.0,36.0,26.0,11.0,624.0,385.0,False,-24.0,2.6,8.0,0.0,3185.0,15687.0,-79.7,0.0,2595.0,1200.0,0.19,-5355.0,1449.0,1439.0,12182.0,8651.0,144.9,72.73,72.93,10.22,13.15,11.81,8.65,,2026-08-09T05:48:45,https://www.screener.in/company/ICICIPRULI/consolidated/
ITCHOTELS,35546.0,171.0,38.6,11.2,7.89,56.0,16.0,,,35.0,,,182.0,134.0,False,31.0,30.0,5.0,1.0,936.0,816.0,14.7,5.0,74.0,,0.01,1110.0,208.0,,11450.0,,208.0,39.85,39.85,11.61,25.49,23.98,20.21,,2026-08-09T05:51:35,https://www.screener.in/company/ITCHOTELS/consolidated/
INDIANB,112674.0,836.0,8.81,6.32,15.4,623.0,10.0,14.0,12.0,11.0,28.0,30.0,3357.0,2277.0,False,8.0,9.0,4.0,0.0,,,,,,,,18815.0,1347.0,1245.0,78696.0,48261.0,134.7,73.84,73.84,6.16,4.68,17.03,18.62,,2026-08-02T07:24:48,https://www.screener.in/company/INDIANB/consolidated/
IRCTC,41596.0,520.0,30.1,46.1,34.6,53.9,12.0,14.0,,8.0,12.0,,326.0,358.0,False,27.0,30.0,0.0,0.0,1460.0,1269.0,15.1,9.0,81.0,84.0,0.02,1273.0,160.0,160.0,4149.0,2318.0,80.0,62.4,62.4,3.91,7.27,14.86,14.18,,2026-08-09T05:51:11,https://www.screener.in/company/IRCTC/consolidated/
IREDA,33655.0,120.0,17.1,8.69,15.6,49.1,20.0,,26.0,26.0,,40.0,339.0,247.0,False,19.0,16.0,1.0,1.0,,,,,,,,-14477.0,2809.0,785.0,10976.0,2211.0,280.9,71.76,71.76,2.48,1.92,2.39,2.57,,2026-08-09T05:50:40,https://www.screener.in/company/IREDA/consolidated/
INDUSTOWER,101833.0,386.0,14.2,19.5,18.6,150.0,7.0,5.0,18.0,-27.0,47.0,13.0,1746.0,1737.0,False,53.0,54.0,2.0,0.0,8431.0,8058.0,4.6,9.0,21127.0,19185.0,0.53,15684.0,2638.0,2695.0,37008.0,18415.0,263.8,51.26,51.03,23.2,26.21,21.42,18.24,,2026-08-09T05:37:20,https://www.screener.in/company/INDUSTOWER/consolidated/
NAUKRI,75573.0,1166.0,53.1,5.43,3.91,585.0,15.0,12.0,24.0,276.0,91.0,62.0,756.0,678.0,False,38.0,31.0,6.0,1.0,869.0,750.0,15.9,9.0,259.0,108.0,0.01,1076.0,130.0,129.0,37784.0,13269.0,65.0,37.48,37.59,23.72,30.33,27.83,21.01,,2026-07-26T07:20:36,https://www.screener.in/company/NAUKRI/consolidated/
JKCEMENT,41002.0,5306.0,42.0,15.1,15.6,911.0,16.0,12.0,16.0,6.0,33.0,7.0,275.0,324.0,False,16.0,21.0,0.0,0.0,4032.0,3353.0,20.3,6.0,6183.0,5292.0,0.88,1873.0,77.0,77.0,6960.0,4607.0,7.7,45.66,45.66,16.85,18.57,23.72,21.74,,2026-08-16T05:18:29,https://www.screener.in/company/JKCEMENT/consolidated/
JSWENERGY,98146.0,535.0,48.9,8.16,7.51,175.0,35.0,22.0,22.0,-8.0,19.0,23.0,533.0,836.0,False,55.0,54.0,0.0,5.0,5207.0,5143.0,1.2,6.0,76946.0,25051.0,2.5,9898.0,1756.0,1641.0,28995.0,16988.0,175.6,66.53,69.26,11.41,12.12,16.16,11.56,,2026-08-30T10:12:22,https://www.screener.in/company/JSWENERGY/consolidated/
KPITTECH,16405.0,598.0,26.3,26.3,21.0,129.0,10.0,24.0,26.0,-23.0,21.0,37.0,116.0,172.0,False,15.0,19.0,0.0,0.0,1675.0,1539.0,8.8,9.0,838.0,287.0,0.24,1195.0,272.0,270.0,3269.0,1381.0,27.2,38.59,39.44,13.22,14.31,23.6,23.89,,2026-08-02T07:22:49,https://www.screener.in/company/KPITTECH/consolidated/
LTTS,37715.0,3555.0,28.1,26.7,21.5,611.0,10.0,11.0,15.0,10.0,6.0,16.0,357.0,316.0,False,19.0,17.0,2.0,2.0,2940.0,2638.0,11.4,9.0,578.0,454.0,0.09,1455.0,21.0,21.0,6452.0,4930.0,10.5,73.52,73.58,4.13,4.67,14.05,14.13,,2026-08-02T07:13:50,https://www.screener.in/company/LTTS/consolidated/
LICHSGFIN,27737.0,504.0,4.83,8.59,14.4,753.0,0.0,8.0,8.0,4.0,25.0,15.0,1499.0,1364.0,False,27.0,24.0,2.0,2.0,,,,,,,,-8504.0,110.0,110.0,41319.0,27075.0,55.0,45.24,45.24,21.47,20.17,21.02,22.14,,2026-08-09T05:48:38,https://www.screener.in/company/LICHSGFIN/consolidated/
LICI,498410.0,394.0,8.3,35.1,37.8,0.0,10.0,8.0,7.0,23.0,17.0,81.0,13584.0,10955.0,False,6.0,4.7,7.0,1.0,239866.0,224671.0,6.8,6.0,-0.0,-0.0,-0.0,-26211.0,6325.0,6325.0,170280.0,39908.0,632.5,96.5,96.5,0.44,0.13,0.99,1.35,,2026-08-09T05:47:51,https://www.screener.in/company/LICI/consolidated/
LINDEINDIA,56455.0,6620.0,103.0,18.2,13.6,500.0,10.0,-7.0,11.0,22.0,1.0,30.0,105.0,107.0,False,29.0,34.0,0.0,0.0,694.0,571.0,21.5,4.0,79.0,22.0,0.02,786.0,85.0,85.0,4181.0,3055.0,8.5,75.0,75.0,2.03,2.35,6.79,6.75,,2026-08-17T06:05:09,https://www.screener.in/company/LINDEINDIA/consolidated/
MRF,56017.0,132080.0,22.7,15.7,12.5,49455.0,11.0,11.0,14.0,37.0,52.0,14.0,495.0,502.0,False,12.0,14.0,0.0,0.0,8416.0,7676.0,9.6,9.0,3207.0,3014.0,0.15,4590.0,4.0,4.0,20970.0,14703.0,0.4,27.76,27.75,17.43,18.27,12.11,12.38,,2026-08-30T10:10:49,https://www.screener.in/company/MRF/consolidated/
M&MFIN,53618.0,386.0,16.0,8.72,12.3,192.0,14.0,18.0,11.0,46.0,12.0,35.0,927.0,529.0,False,23.0,15.0,2.0,2.0,,,,,,,,-12772.0,278.0,247.0,26361.0,18313.0,139.0,52.49,52.49,9.53,9.59,31.48,32.29,,2026-08-02T07:25:29,https://www.screener.in/company/M%26MFIN/consolidated/
MANKIND,101432.0,2456.0,47.6,13.5,13.1,395.0,14.0,18.0,18.0,13.0,17.0,11.0,574.0,445.0,False,26.0,24.0,3.0,2.0,4031.0,3570.0,12.9,9.0,6312.0,170.0,0.39,3121.0,41.0,40.0,16259.0,7395.0,41.0,72.63,72.67,9.45,12.83,15.39,11.91,,2026-08-09T05:48:24,https://www.screener.in/company/MANKIND/consolidated/
MARICO,113044.0,871.0,64.5,47.0,42.8,32.4,26.0,12.0,11.0,9.0,11.0,9.0,408.0,345.0,False,16.0,17.0,2.0,0.0,3333.0,2730.0,22.1,9.0,557.0,608.0,0.13,2084.0,130.0,129.0,4080.0,3670.0,130.0,58.92,58.94,23.4,24.21,12.87,11.88,,2026-08-02T07:24:38,https://www.screener.in/company/MARICO/consolidated/
MFSL,51677.0,1497.0,645.0,2.87,1.52,153.0,3.0,15.0,9.0,-76.0,-40.0,-28.0,-32.0,38.0,False,-0.1,0.2,0.0,0.0,10802.0,12376.0,-12.7,0.0,1859.0,523.0,0.35,11473.0,69.0,69.0,5213.0,3450.0,34.5,1.25,1.71,48.06,44.78,44.34,47.26,26.9,2026-08-09T05:47:24,https://www.screener.in/company/MFSL/consolidated/
MPHASIS,46383.0,2430.0,24.0,22.1,18.5,563.0,14.0,5.0,10.0,11.0,5.0,9.0,490.0,442.0,False,18.0,19.0,9.0,0.0,4384.0,3732.0,17.5,9.0,2620.0,198.0,0.24,1253.0,191.0,188.0,10553.0,7746.0,19.1,30.54,40.1,19.5,18.52,45.31,37.08,100.0,2026-08-23T05:07:55,https://www.screener.in/company/MPHASIS/consolidated/
NHPC,79748.0,79.4,21.2,5.73,9.29,41.2,12.0,3.0,4.0,28.0,-1.0,2.0,1549.0,920.0,False,23.0,51.0,1.0,0.0,2816.0,2347.0,20.0,1.0,52327.0,29540.0,1.26,3294.0,10045.0,10045.0,31392.0,26916.0,1004.5,61.39,67.4,12.29,10.05,14.54,10.54,,2026-07-26T07:26:26,https://www.screener.in/company/NHPC/consolidated/
NLCINDIA,42209.0,304.0,13.2,10.4,17.5,155.0,17.0,3.0,12.0,12.0,16.0,24.0,436.0,839.0,False,31.0,24.0,0.0,4.0,4717.0,3826.0,23.3,9.0,27892.0,22333.0,1.3,5166.0,1387.0,1387.0,20138.0,13782.0,138.7,69.47,72.2,4.62,3.25,12.94,13.86,,2026-08-09T05:49:10,https://www.screener.in/company/NLCINDIA/consolidated/
NMDC,73464.0,83.6,9.86,27.6,23.4,38.7,34.0,22.0,16.0,14.0,17.0,4.0,2027.0,1477.0,False,23.0,29.0,1.0,0.0,11343.0,7005.0,61.9,9.0,6407.0,2128.0,0.19,4996.0,879.0,293.0,33183.0,22328.0,879.0,60.79,60.79,13.59,13.04,13.8,14.38,,2026-07-26T07:26:16,https://www.screener.in/company/NMDC/consolidated/
NTPCGREEN,81162.0,96.3,134.0,3.53,2.79,22.5,42.0,156.0,,9.0,45.0,,305.0,220.0,False,89.0,89.0,1.0,0.0,1107.0,680.0,62.8,7.0,31716.0,6137.0,1.67,2386.0,8426.0,4720.0,10539.0,168.0,842.6,89.01,89.01,1.67,1.79,5.21,4.63,,2026-07-26T07:27:34,https://www.screener.in/company/NTPCGREEN/consolidated/
OIL,74596.0,459.0,11.3,11.6,12.3,357.0,7.0,-2.0,14.0,2.0,-9.0,12.0,2424.0,1497.0,False,35.0,29.0,1.0,1.0,9293.0,8808.0,5.5,1.0,37478.0,18832.0,0.65,10684.0,1627.0,1084.0,56372.0,37397.0,162.7,56.66,56.66,7.28,7.56,20.13,19.21,,2026-08-02T07:26:10,https://www.screener.in/company/OIL/consolidated/
